Sr_No,Case_No,Case_Title,Case_Subject,Author_Judge,Upload_Date,Judgment_Date,Citations,SC_Citations,PDF_URL,Filename,Download_Status,Timestamp
74,C.P.L.A.933-K/2023,Arab & another v. Province of Sindh through Secretary Health Department & others,Writ Petition/Writ Petition,Mr. Justice Muhammad Ali Mazhar,18-08-2025,04-06-2025,N/A,2025 SCP 286,https://www.supremecourt.gov.pk/downloads_judgements/c.p._933_k_2023.pdf,C.P.L.A.933-K_2023.pdf,Success,2025-10-05T14:05:13.926610
75,C.P.L.A.88-P/2022,Abdul Salam Khan v. M/s Bank Al-Habib Ltd through its Manager and others,Banking/Execution/Auction Matters,Mr. Justice Syed Mansoor Ali Shah,15-08-2025,18-07-2025,N/A,2025 SCP 285,https://www.supremecourt.gov.pk/downloads_judgements/c.p._88_p_2022.pdf,C.P.L.A.88-P_2022.pdf,Success,2025-10-05T14:05:14.752946
76,J.P.213/2024,Muhammad Ramzan v. The State,Death Sentence/Sessions,Mr. Justice Naeem Akhter Afghan,15-08-2025,05-06-2025,N/A,2025 SCP 284,https://www.supremecourt.gov.pk/downloads_judgements/j.p._213_2024.pdf,J.P.213_2024.pdf,Success,2025-10-05T14:05:15.506887
77,C.A.41-K/2021,Mst. Nasira Ansari and others v. Late.Tahira Begum through legal heirs & others,Declaration/Suit for Declaration,Mr. Justice Muhammad Ali Mazhar,12-08-2025,17-07-2025,N/A,2025 SCP 283,https://www.supremecourt.gov.pk/downloads_judgements/c.a._41_k_2021.pdf,C.A.41-K_2021.pdf,Success,2025-10-05T14:05:16.293965
78,Crl.P.L.A.537/2025,Muhammad Daud v. The State thr. Special Prosecutor A.N.F. and another,Bail After Arrest/Bail After Arrest,Mr. Justice Aamer Farooq,12-08-2025,19-06-2025,N/A,2025 SCP 282,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._537_2025.pdf,Crl.P.L.A.537_2025.pdf,Success,2025-10-05T14:05:17.233992
79,C.P.L.A.2768-L/2022,"Malik Muhammad Ramzan v. Commissioner Sargodha, Division Sargodha, etc",Service/Dismissal from Service,Mr. Justice Aqeel Ahmed Abbasi,05-08-2025,04-08-2025,N/A,2025 SCP 281,https://www.supremecourt.gov.pk/downloads_judgements/c.p._2768_l_2022.pdf,C.P.L.A.2768-L_2022.pdf,Success,2025-10-05T14:05:18.219838
80,C.P.L.A.1898-L/2021,"Ch. Fayyaz-Ur-Rehman Khalid v. Amir Javed, etc",Restoration/of Civil Suit,Mr. Justice Muhammad Shafi Siddiqui,31-07-2025,29-07-2025,N/A,2025 SCP 280,https://www.supremecourt.gov.pk/downloads_judgements/c.p._1898_l_2021.pdf,C.P.L.A.1898-L_2021.pdf,Success,2025-10-05T14:05:18.866031
81,C.P.L.A.915-K/2024,Irfan Ali Pitafi v. Secretary (Colleges) Education Department Sindh and others,Service/Service,Mr. Justice Muhammad Ali Mazhar,29-07-2025,03-06-2025,N/A,2025 SCP 279,https://www.supremecourt.gov.pk/downloads_judgements/c.p._915_k_2024.pdf,C.P.L.A.915-K_2024.pdf,Success,2025-10-05T14:05:19.645540
82,C.P.L.A.616-K/2025,"Province of Sindh through Secretary ,Government of Sindh, Karachi & others v. Mst. Sorath Fatima",Service/Pension,Mrs. Justice Ayesha A. Malik,28-07-2025,10-07-2025,N/A,2025 SCP 278,https://www.supremecourt.gov.pk/downloads_judgements/c.p._616_k_2025.pdf,C.P.L.A.616-K_2025.pdf,Success,2025-10-05T14:05:20.482260
83,C.P.L.A.451-K/2023,M/s Trio Industries (Pvt) Limited v. Babu Sher & others,Labour Cases/Labour Cases,Mr. Justice Muhammad Ali Mazhar,26-07-2025,02-06-2025,N/A,2025 SCP 277,https://www.supremecourt.gov.pk/downloads_judgements/c.p._451_k_2023.pdf,C.P.L.A.451-K_2023.pdf,Success,2025-10-05T14:05:21.281900
84,Crl.P.L.A.1425/2024,Ghazi Arab v. The State thr. P.G. Sindh,Bail After Arrest,Mr. Justice Syed Hasan Azhar Rizvi,25-07-2025,22-07-2025,N/A,2025 SCP 276,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._1425_2025.pdf,Crl.P.L.A.1425_2024.pdf,Success,2025-10-05T14:05:22.233569
85,C.P.L.A.5009/2024,Muhammad Imran Baqir v. Mst. Zarnain Arzoo and others,Family/Maintenance Allowance,Mr. Justice Shakeel Ahmad,25-07-2025,10-07-2025,N/A,2025 SCP 275,https://www.supremecourt.gov.pk/downloads_judgements/c.p._5009_2024.pdf,C.P.L.A.5009_2024.pdf,Success,2025-10-05T14:05:23.055466
86,C.P.L.A.2336/2025,"Commissioner Inland Revenue, Cantt Zone, Regional Tax Officer, Rawalpindi v. M/s Mustafa Enterprises (Head Office), Khushab and another",Tax/Sales Tax Act,Mr. Justice Aqeel Ahmed Abbasi,25-07-2025,30-06-2025,N/A,2025 SCP 274,https://www.supremecourt.gov.pk/downloads_judgements/c.p._2336_2025.pdf,C.P.L.A.2336_2025.pdf,Success,2025-10-05T14:05:24.640428
87,C.P.L.A.354-P/2025,Saleh Muhammad and another v. Mst. Mehnaz Begum and others,Family/Recovery of Dower Amount,Mr. Justice Yahya Afridi,23-07-2025,30-06-2025,N/A,2025 SCP 273,https://www.supremecourt.gov.pk/downloads_judgements/c.p._354_p_2025.pdf,C.P.L.A.354-P_2025.pdf,Success,2025-10-05T14:05:25.608681
88,C.P.L.A.2915-L/2015,"Chief Land Commissioner, Punjab/Senior Member Board of Revenue Punjab, Lahore, etc v. Administrator Auqaf Department, Bahawalpur, etc",Against Remand Order,Mr. Justice Yahya Afridi,21-07-2025,24-06-2025,N/A,2025 SCP 272,https://www.supremecourt.gov.pk/downloads_judgements/c.p._2915_l_2015.pdf,C.P.L.A.2915-L_2015.pdf,Success,2025-10-05T14:05:26.266574
89,Crl.P.L.A.645-L/2025,Zahid Khan v. The State thr. P. G. Punjab Lahore and another,Bail Before Arrest,Mr. Justice Yahya Afridi,21-07-2025,25-06-2025,N/A,2025 SCP 271,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._645_l_2025.pdf,Crl.P.L.A.645-L_2025.pdf,Success,2025-10-05T14:05:26.945719
90,C.P.L.A.182-Q/2017,Fareedullah Khan & others v. Province of Balochistan through Secretary C&W Department Govt. of Balochistan & others,Writ Petition/Writ Petition,Mr. Justice Shakeel Ahmad,17-07-2025,14-07-2025,N/A,2025 SCP 270,https://www.supremecourt.gov.pk/downloads_judgements/c.p._182_q_2017.pdf,C.P.L.A.182-Q_2017.pdf,Success,2025-10-05T14:05:27.696193
91,Crl.P.L.A.48-K/2025,Syed Zakir Hussain v. The State & another,Miscellaneous/Miscellaneous,Mr. Justice Muhammad Ali Mazhar,16-07-2025,05-06-2025,N/A,2025 SCP 269,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._48_k_2025.pdf,Crl.P.L.A.48-K_2025.pdf,Success,2025-10-05T14:05:28.560747
92,C.P.L.A.550-K/2022,"Ghulam Qadir Thebo v. Islamic Republic of Pakistan through Secretary, Establisment Division, Government of Pakistan & others",Writ Petition/Service,Mr. Justice Muhammad Ali Mazhar,15-07-2025,04-06-2025,N/A,2025 SCP 268,https://www.supremecourt.gov.pk/downloads_judgements/c.p._550_k_2022.pdf,C.P.L.A.550-K_2022.pdf,Success,2025-10-05T14:05:29.291279
93,C.P.L.A.3578/2024,"Commissioner Inland Revenue, LTO, Islamabad v. M/s Pakistan LNG Limited, Islamabad",Tax/Income Tax,(1) Mrs. Justice Ayesha A. Malik (2) Mr. Justice Shahid Waheed,14-07-2025,09-04-2025,N/A,2025 SCP 267,https://www.supremecourt.gov.pk/downloads_judgements/c.p._3578_2024.pdf,C.P.L.A.3578_2024.pdf,Success,2025-10-05T14:05:30.251158
94,C.P.L.A.2872-L/2022,"Naseem Mai (Naseem Akhtar), etc v. Malik Muhammad Shah Aalam, etc",Family,Mr. Justice Shahid Bilal Hassan,12-07-2025,07-07-2025,N/A,2025 SCP 266,https://www.supremecourt.gov.pk/downloads_judgements/c.p._2872_l_2022.pdf,C.P.L.A.2872-L_2022.pdf,Success,2025-10-05T14:05:31.055513
95,C.A.636-L/2012,"Muhammad Sadiq (deceased) through L.Rs v. Additional District Judge Toba Tek Singh, etc",Pre-emption Cases/Fulfillment of Talbs,Mr. Justice Shahid Bilal Hassan,12-07-2025,10-07-2025,N/A,2025 SCP 265,https://www.supremecourt.gov.pk/downloads_judgements/c.a._636_l_2012.pdf,C.A.636-L_2012.pdf,Success,2025-10-05T14:05:32.098056
96,C.P.L.A.919-L/2016,"Muhammad Amin Saqib v. The Addl. District Judge, Toba Tek Singh, etc",Family/Maintenance Allowance,Mr. Justice Shahid Bilal Hassan,12-07-2025,10-07-2025,N/A,2025 SCP 264,https://www.supremecourt.gov.pk/downloads_judgements/c.p._919_l_2016.pdf,C.P.L.A.919-L_2016.pdf,Success,2025-10-05T14:05:33.178007
97,C.A.239-L/2018,"Muhammad Ashraf Anjum v. Sabir Hussain, etc",Suit for specific performance/Suit for specific performance,Mr. Justice Shakeel Ahmad,12-07-2025,02-07-2025,N/A,2025 SCP 263,https://www.supremecourt.gov.pk/downloads_judgements/c.a._239_l_2018.pdf,C.A.239-L_2018.pdf,Success,2025-10-05T14:05:34.069771
98,C.P.L.A.2009/2025,"Ch. Fawad Ahmed v. Government of Pakistan through Secretary Home Department, Islamabad and others",Writ Petition/Writ Petition,Mr. Justice Yahya Afridi,10-07-2025,10-07-2025,N/A,2025 SCP 262,https://www.supremecourt.gov.pk/downloads_judgements/c.p._2009_2025.pdf,C.P.L.A.2009_2025.pdf,Success,2025-10-05T14:05:35.061201
99,C.A.1509/2021,"Pakistan Telecommunication Company Ltd, Islamabad v. Imran Aziz and others",Service/Against reduction of penalty,Mrs. Justice Ayesha A. Malik,10-07-2025,10-07-2025,N/A,2025 SCP 261,https://www.supremecourt.gov.pk/downloads_judgements/c.a._1509_2021.pdf,C.A.1509_2021.pdf,Success,2025-10-05T14:05:36.180486
100,C.A.1509/2021,"Pakistan Telecommunication Company Ltd, Islamabad v. Imran Aziz and others",Service/Against reduction of penalty,(1) Mr. Justice Yahya Afridi (2) Mrs. Justice Ayesha A. Malik,10-07-2025,10-07-2025,N/A,2025 SCP 260,https://www.supremecourt.gov.pk/downloads_judgements/c.a._1509_2021.pdf,C.A.1509_2021.pdf,Already exists,2025-10-05T14:05:36.485116
101,J.P.51/2023,Seeta Ram v. The State,Death Sentence/Sessions,Mr. Justice Athar Minallah,09-07-2025,21-05-2025,N/A,2025 SCP 259,https://www.supremecourt.gov.pk/downloads_judgements/j.p._51_2023.pdf,J.P.51_2023.pdf,Success,2025-10-05T14:05:37.403181
102,J.P.243/2023,Rajesh @ Rajoo v. The State,Death Sentence/Sessions,Mr. Justice Irfan Saadat Khan,09-07-2025,09-07-2025,N/A,2025 SCP 258,https://www.supremecourt.gov.pk/downloads_judgements/j.p._243_2023.pdf,J.P.243_2023.pdf,Success,2025-10-05T14:05:38.338944
103,C.P.L.A.770-K/2022,Habib Rehman & others v. Abdul Karim deceased through legal heirs & others,Suit for Possession/Suit for Possession,Mr. Justice Muhammad Ali Mazhar,09-07-2025,28-03-2025,N/A,2025 SCP 257,https://www.supremecourt.gov.pk/downloads_judgements/c.p._770_k_2022.pdf,C.P.L.A.770-K_2022.pdf,Success,2025-10-05T14:05:39.407037
104,Crl.A.674/2020,Sher Ahmed v. The State thr. Additional A.G. and another,Death Sentence/Anti-Terrorism Act,Mr. Justice Athar Minallah,08-07-2025,13-03-2025,N/A,2025 SCP 256,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._674_2020.pdf,Crl.A.674_2020.pdf,Success,2025-10-05T14:05:40.228377
105,Crl.P.L.A.297-L/2025,Suleman v. The State through Prosecutor General Punjab Lahore and another,Life Imprisonment/Sessions,Mr. Justice Ishtiaq Ibrahim,08-07-2025,30-06-2025,N/A,2025 SCP 255,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._297_l_2025.pdf,Crl.P.L.A.297-L_2025.pdf,Success,2025-10-05T14:05:41.834199
106,C.A.79-P/2016,Abdul Sattar Khan v. Umar Ayar,Pre-emption Cases/Fulfillment of Talbs,Ms. Justice Musarrat Hilali,08-07-2025,10-06-2025,N/A,2025 SCP 254,https://www.supremecourt.gov.pk/downloads_judgements/c.a_79_p_2016.pdf,C.A.79-P_2016.pdf,Success,2025-10-05T14:05:43.084559
107,C.A.60-P/2016,Rahim Shah Mian v. Muhammad Iqbal,Pre-emption Cases/Fulfillment of Talbs,Ms. Justice Musarrat Hilali,08-07-2025,12-06-2025,N/A,2025 SCP 253,https://www.supremecourt.gov.pk/downloads_judgements/c.a._60_p_2016.pdf,C.A.60-P_2016.pdf,Success,2025-10-05T14:05:44.814074
108,J.P.50/2023,1. Muhammad Juman 2. Arab v. The State,Death Sentence/Sessions,Mr. Justice Irfan Saadat Khan,08-07-2025,25-06-2025,N/A,2025 SCP 252,https://www.supremecourt.gov.pk/downloads_judgements/j.p._50_2023.pdf,J.P.50_2023.pdf,Success,2025-10-05T14:05:46.382683
109,C.A.184/2013,Ehsan ul Haq & others v. Muhammad Nawaz & others,Declaration/Suit for Declaration,Mr. Justice Aamer Farooq,08-07-2025,20-02-2025,N/A,2025 SCP 251,https://www.supremecourt.gov.pk/downloads_judgements/c.a._184_2013.pdf,C.A.184_2013.pdf,Success,2025-10-05T14:05:47.266181
110,Crl.P.L.A.53-K/2021,Shahid Ali v. The State,Death Sentence/Death Sentence,Mr. Justice Athar Minallah,07-07-2025,06-02-2025,N/A,2025 SCP 250,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._53_k_2021.pdf,Crl.P.L.A.53-K_2021.pdf,Success,2025-10-05T14:05:48.155627
111,Crl.P.L.A.27-K/2025,Noor Agha v. The State & another,Bail Before Arrest/Bail Before Arrest,Mr. Justice Athar Minallah,04-07-2025,15-04-2025,N/A,2025 SCP 249,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._27_k_2025.pdf,Crl.P.L.A.27-K_2025.pdf,Success,2025-10-05T14:05:48.907694
112,C.P.L.A.256-K/2024,Ahsan Ali Dawach v. The State through Chairman NAB and others,Writ Petition/Against forfeiture of assets,Mr. Justice Muhammad Ali Mazhar,04-07-2025,18-03-2025,N/A,2025 SCP 248,https://www.supremecourt.gov.pk/downloads_judgements/c.p._256_k_2024.pdf,C.P.L.A.256-K_2024.pdf,Success,2025-10-05T14:05:49.795646
113,Crl.A.525/2022,Ameenullah S/o Saadullah & another v. The State thr. P.G. Sindh & another,Life Imprisonment/Narcotic Substance Case,Mr. Justice Athar Minallah,03-07-2025,18-04-2025,N/A,2025 SCP 247,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._525_2022.pdf,Crl.A.525_2022.pdf,Success,2025-10-05T14:05:50.666204
114,Crl.A.499/2020,Muhammad @ Ahmad v. The State,Life Imprisonment/Sessions,Mr. Justice Ishtiaq Ibrahim,02-07-2025,30-06-2025,N/A,2025 SCP 246,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._499_2020.pdf,Crl.A.499_2020.pdf,Success,2025-10-05T14:05:51.921488
115,C.P.L.A.55/2025,Faheem Arshad & others v. Manzoor-ul-Haq and others,Service/Promotion,Mr. Justice Miangul Hassan Aurangzeb,02-07-2025,30-06-2025,N/A,2025 SCP 245,https://www.supremecourt.gov.pk/downloads_judgements/c.p._55_2025.pdf,C.P.L.A.55_2025.pdf,Success,2025-10-05T14:05:53.442796
116,C.P.L.A.1841/2025,Muhammad Yaqoob (deceased) through Legal Heirs v. Saeeda Bibi (deceased) through legal heirs and others,Declaration/Dispute about inheritance,Mr. Justice Mazhar Alam Khan Miankhel,02-07-2025,02-06-2025,N/A,2025 SCP 244,https://www.supremecourt.gov.pk/downloads_judgements/c.p._1841_2025.pdf,C.P.L.A.1841_2025.pdf,Success,2025-10-05T14:05:54.864079
117,Crl.A.9/2023,Tahir @ Tahiri v. The State,Death Sentence/Sessions,Mr. Justice Athar Minallah,02-07-2025,29-01-2025,N/A,2025 SCP 243,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._9_2023.pdf,Crl.A.9_2023.pdf,Success,2025-10-05T14:05:55.724030
118,C.R.P.312/2024,"Pakistan Muslim League (N) through its President Lahore v. Sunni Ittehad Council through its Chairman, Faisalabad and others",Election-National Assembly/Reserved Seats,Mr. Justice Amin-Ud-Din Khan,27-06-2025,27-06-2025,N/A,2025 SCP 242,https://www.supremecourt.gov.pk/downloads_judgements/c.r.p._312_2024_27062025.pdf,C.R.P.312_2024.pdf,Already exists,2025-10-05T14:05:56.027450
119,C.P.L.A.990/2022,Abdul Majeed and another v. Mst. Khalida Bibi (deceased) through L.Rs and others,Declaration/Mandatory Injunction,Mr. Justice Shahid Bilal Hassan,27-06-2025,24-06-2025,N/A,2025 SCP 241,https://www.supremecourt.gov.pk/downloads_judgements/c.p._990_2022.pdf,C.P.L.A.990_2022.pdf,Success,2025-10-05T14:05:56.822803
120,C.P.L.A.768/2022,Mst. Fakhra Jabeen v. Wasif Ali and another,Family/Recovery of Dower Amount,Mr. Justice Athar Minallah,26-06-2025,28-11-2024,N/A,2025 SCP 240,https://www.supremecourt.gov.pk/downloads_judgements/c.p._768_2022.pdf,C.P.L.A.768_2022.pdf,Success,2025-10-05T14:05:57.671351
121,C.P.L.A.4072/2023,Mst. Naila v. Mehran Khan and others,Family/Recovery of Dower Amount,Mr. Justice Miangul Hassan Aurangzeb,26-06-2025,22-05-2025,N/A,2025 SCP 239,https://www.supremecourt.gov.pk/downloads_judgements/c.p._4072_2023.pdf,C.P.L.A.4072_2023.pdf,Success,2025-10-05T14:05:58.333310
122,J.P.853/2017,Mushtaq Ahmad v. The State,Life Imprisonment/Life Imprisonment,Mr. Justice Irfan Saadat Khan,26-06-2025,18-06-2025,N/A,2025 SCP 238,https://www.supremecourt.gov.pk/downloads_judgements/j.p._853_2017.pdf,J.P.853_2017.pdf,Success,2025-10-05T14:05:59.791290
123,C.P.L.A.3453-L/2019,"Tahir Kazmi v. Inspector General of Police, Punjab, Lahore",Service/Forfeiture of past service,Mr. Justice Syed Mansoor Ali Shah,25-06-2025,14-05-2025,N/A,2025 SCP 237,https://www.supremecourt.gov.pk/downloads_judgements/c.p._3453_l_2016.pdf,C.P.L.A.3453-L_2019.pdf,Success,2025-10-05T14:06:00.620807
124,C.P.L.A.885/2024,"The Commissioner of Inland Revenue, Peshawar Zone Regional Tax Office, Peshawar v. M/s Sufi Tahir Nadeem",Tax/Income Tax,Mr. Justice Muhammad Shafi Siddiqui,24-06-2025,24-06-2025,N/A,2025 SCP 236,https://www.supremecourt.gov.pk/downloads_judgements/c.p._885_2024.pdf,C.P.L.A.885_2024.pdf,Success,2025-10-05T14:06:01.381228
125,C.A.350/2016,"Directorate of Intelligence & Investigation-FBR, thr. its Director & others v. Taj International (Pvt) Ltd & others",Tax/Sales Tax Act,Mr. Justice Aqeel Ahmed Abbasi,21-06-2025,04-12-2024,N/A,2025 SCP 235,https://www.supremecourt.gov.pk/downloads_judgements/c.a._350_2016.pdf,C.A.350_2016.pdf,Success,2025-10-05T14:06:02.811586
126,C.P.22/2025,"Justice Mohsin Akhtar Kayani, Judge, Islamabad High Court, Islamabad and others v. The President of Pakistan, Pak Secretariat, Islamabad and others",U/A 184(3),(1) Mr. Justice Naeem Akhter Afghan (2) Mr. Justice Shakeel Ahmad,19-06-2025,19-06-2025,N/A,2025 SCP 234,https://www.supremecourt.gov.pk/downloads_judgements/c.p._22_2025_dn.pdf,C.P.22_2025.pdf,Already exists,2025-10-05T14:06:03.114581
127,C.P.22/2025,"Justice Mohsin Akhtar Kayani, Judge, Islamabad High Court, Islamabad and others v. The President of Pakistan, Pak Secretariat, Islamabad and others",U/A 184(3),(1) Mr. Justice Muhammad Ali Mazhar (2) Mr. Justice Shahid Bilal Hassan (3) Mr. Justice Salahuddin Panhwar,19-06-2025,19-06-2025,N/A,2025 SCP 233,https://www.supremecourt.gov.pk/downloads_judgements/const.p._22_2025_sod.pdf,C.P.22_2025.pdf,Already exists,2025-10-05T14:06:03.416212
128,J.P.23/2023,Muhammad Ikram & 2 others v. The State,Death Sentence/Sessions,Mr. Justice Muhammad Hashim Khan Kakar,19-06-2025,05-06-2025,N/A,2025 SCP 232,https://www.supremecourt.gov.pk/downloads_judgements/j.p._23_2023.pdf,J.P.23_2023.pdf,Success,2025-10-05T14:06:04.883862
129,Crl.P.L.A.379/2025,Mst. Sabran Bibi v. The State thr. Prosecutor General Punjab,Other Sentences/9 Years R.I.,Mr. Justice Ishtiaq Ibrahim,19-06-2025,30-05-2025,N/A,2025 SCP 231,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._379_2025.pdf,Crl.P.L.A.379_2025.pdf,Success,2025-10-05T14:06:06.395470
130,C.P.L.A.182/2025,Iftikhar Ali Abbasi and others v. Ghulam Qadir and others,Suit for Possession/Through Ownership,Mr. Justice Mazhar Alam Khan Miankhel,19-06-2025,13-05-2025,N/A,2025 SCP 230,https://www.supremecourt.gov.pk/downloads_judgements/c.p._182_2025.pdf,C.P.L.A.182_2025.pdf,Success,2025-10-05T14:06:07.791890
131,C.P.L.A.746-L/2025,Muhammad Arif Tarar v. Matloob Ahmad Warraich and others,Against Interim Order/Against Interim Order,Mr. Justice Shahid Bilal Hassan,18-06-2025,05-06-2025,N/A,2025 SCP 229,https://www.supremecourt.gov.pk/downloads_judgements/c.p._746_l_2025.pdf,C.P.L.A.746-L_2025.pdf,Success,2025-10-05T14:06:08.544014
132,Crl.A.167/2023,Manzoor Ahmed v. The State,Death Sentence/Sessions,Mr. Justice Irfan Saadat Khan,18-06-2025,22-05-2025,N/A,2025 SCP 228,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._167_2023.pdf,Crl.A.167_2023.pdf,Success,2025-10-05T14:06:10.066401
133,C.P.L.A.1919-L/2016,"Muhammad Arshad v. Deputy District Food, Multan, etc",Service/Forfeiture of past service,Mr. Justice Shahid Waheed,18-06-2025,16-05-2025,N/A,2025 SCP 227,https://www.supremecourt.gov.pk/downloads_judgements/c.p._1919_l_2016_16052025.pdf,C.P.L.A.1919-L_2016.pdf,Success,2025-10-05T14:06:10.831208
134,C.P.L.A.651/2025,"Federal Public Service Commission, through its Chairman, Islamabad v. Dr. Shumaila Naeem & others",Federal Public Service Commission/Federal Public Service Commission,Mr. Justice Syed Mansoor Ali Shah,17-06-2025,17-06-2025,N/A,2025 SCP 226,https://www.supremecourt.gov.pk/downloads_judgements/c.p._651_2025_17062025.pdf,C.P.L.A.651_2025.pdf,Success,2025-10-05T14:06:11.899866
135,C.P.L.A.2258/2023,"Asad Hussain v. The Controller General of Accounts Federal Co-operative Building , Sector G-5/2, Islamabad and another",Service/Promotion,Mr. Justice Syed Mansoor Ali Shah,16-06-2025,19-05-2025,N/A,2025 SCP 225,https://www.supremecourt.gov.pk/downloads_judgements/c.p._2258_2023.pdf,C.P.L.A.2258_2023.pdf,Success,2025-10-05T14:06:12.922101
136,C.P.L.A.2672-L/2024,M/s Rafhan Maize Products Co. Ltd v. The Appellate Tribunal Inland Revenue,Tax/Sales Tax Act,Mr. Justice Muhammad Shafi Siddiqui,16-06-2025,27-05-2025,N/A,2025 SCP 224,https://www.supremecourt.gov.pk/downloads_judgements/c.p._2672_l_24.pdf,C.P.L.A.2672-L_2024.pdf,Success,2025-10-05T14:06:13.655324
137,C.P.L.A.479-K/2023,Muhammad Dawood v. Mst. Sakeena Farooque @ Aziza & others,Housing Societies/Housing Societies,Mr. Justice Muhammad Ali Mazhar,13-06-2025,26-03-2025,N/A,2025 SCP 223,https://www.supremecourt.gov.pk/downloads_judgements/c.p._479_k_2023.pdf,C.P.L.A.479-K_2023.pdf,Success,2025-10-05T14:06:14.462251
138,C.P.L.A.579-K/2021,Muhammad Ali Wassan v. The Prime Minister of Pakistan & another,Service/Reduction to lower pay scale,Mr. Justice Salahuddin Panhwar,13-06-2025,11-06-2025,N/A,2025 SCP 222,https://www.supremecourt.gov.pk/downloads_judgements/c.p._579_k_2021.pdf,C.P.L.A.579-K_2021.pdf,Success,2025-10-05T14:06:15.611080
139,C.P.L.A.252-P/2025,Mst. Khalida Bibi v. Naeem Khan and others,Family/Recovery of Dower Amount,Mr. Justice Shakeel Ahmad,11-06-2025,04-06-2025,N/A,2025 SCP 221,https://www.supremecourt.gov.pk/downloads_judgements/c.p._252_p_2025.pdf,C.P.L.A.252-P_2025.pdf,Success,2025-10-05T14:06:16.711028
140,Crl.P.L.A.467/2023,Zahir Zakir Jaffar v. The State through A.G. Islamabad & another,Death Sentence/Sessions,Mr. Justice Muhammad Hashim Khan Kakar,10-06-2025,20-05-2025,N/A,2025 SCP 220,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._467_2023..pdf,Crl.P.L.A.467_2023.pdf,Success,2025-10-05T14:06:17.496784
